account_id,opposition_id,competition_id,season_id,team_female,gd,xgd,np_shots,op_shots,op_shots_outside_box,sp_shots,np_xg,op_xg,sp_xg,np_xg_per_shot,np_shot_distance,op_shot_distance,sp_shot_distance,possessions,possession,directness,pace_towards_goal,gk_pass_distance,gk_long_pass_ratio,box_cross_ratio,passes_inside_box,defensive_distance,ppda,defensive_distance_ppda,opp_passing_ratio,opp_final_third_pass_ratio,corners,corner_xg,xg_per_corner,free_kicks,free_kick_xg,xg_per_free_kick,direct_free_kicks,direct_free_kick_xg,xg_per_direct_free_kick,throw_ins,throw_in_xg,xg_per_throw_in,ball_in_play_time,counter_attacking_shots,high_press_shots,shots_in_clear,aggressive_actions,aggression,goals,own_goals,penalty_goals,shots_from_corners,goals_from_corners,shots_from_free_kicks,goals_from_free_kicks,direct_free_kick_goals,shots_from_direct_free_kicks,shots_from_throw_ins,goals_from_throw_ins,corner_shot_ratio,corner_goal_ratio,free_kick_shot_ratio,free_kick_goal_ratio,direct_free_kick_goal_ratio,throw_in_shot_ratio,throw_in_goal_ratio,direct_free_kick_shot_ratio,sp,xg_per_sp,sp_shot_ratio,sp_goals,sp_goal_ratio,penalties_won,completed_dribbles,failed_dribbles,total_dribbles,dribble_ratio,opposition_dribble_ratio,np_gd,np_xgd,deep_completions,passing_ratio,pressures,counterpressures,pressure_regains,counterpressure_regains,defensive_action_regains,yellow_cards,second_yellow_cards,red_cards,fhalf_pressures,fhalf_counterpressures,fhalf_pressures_ratio,fhalf_counterpressures_ratio,crosses_into_box,successful_crosses_into_box,successful_box_cross_ratio,deep_progressions,obv,obv_pass,obv_shot,obv_defensive_action,obv_dribble_carry,obv_gk,obv_shot_nconceded,passes,successful_passes,op_passes,average_defensive_x,counter_attacks,deep_completions_with_shot,deep_completions_after_crosses,deep_completions_after_cutbacks,deep_completions_after_counters,deep_completion_rate,deep_completion_shot_rate,pressure_regain_rate,counterpressure_regain_rate
339.0,2323.6696969696973,47.0,206.2,0.0,0.6075757575757577,0.4992812951377273,14.222727272727273,9.79848484848485,3.681818181818182,4.424242424242425,1.532059199539394,1.163727126048485,0.36833208102696974,0.1081782108969697,16.313818419696968,17.173447741341988,14.516094530733767,196.3090909090909,0.5308555378925524,0.8489096190598845,2.875025873714814,38.11418570606061,0.4809026528470426,0.27223438449646753,2.868181818181818,45.05140300151515,7.976724159140771,7.554408075657292,0.7059131671246255,0.5579479574267345,5.613636363636364,0.23941443635681817,0.04255482520585137,14.26969696969697,0.08874349878757576,0.006290550365909091,0.45606060606060606,0.021676203409848487,0.047534852082101745,26.236363636363638,0.018497941226818183,0.0006500992341969697,49.54364431818182,1.303030303030303,2.775757575757576,2.893939393939394,92.09242424242423,0.21810738405305363,1.7015151515151516,0.03333333333333333,0.12878787878787878,2.665151515151515,0.1939393939393939,1.0136363636363637,0.08181818181818182,0.030303030303030297,0.5045454545454546,0.24090909090909088,0.015151515151515148,0.4505416635295879,0.033973168250110604,0.06212084534719906,0.004200817357937591,0.041079244829244826,0.010736978982952875,0.0006238175164401446,1.1077179302179303,46.57575757575758,0.007868686044969698,0.09467789396080847,0.3212121212121212,0.3063489669724114,0.1590909090909091,8.992424242424242,7.898484848484848,16.89090909090909,0.5289020422952894,0.5181557593750409,0.55,0.4578744754680303,17.36060606060606,0.5579479574267345,155.03636363636363,35.06515151515152,31.087878787878786,4.545454545454545,54.05,1.96969696969697,0.025757575757575757,0.06969696969696969,74.12878787878788,24.637878787878787,0.4814682303392087,0.701348436737817,9.021212121212123,2.548484848484849,0.21768315285588752,42.31363636363636,2.077626709117576,1.0421421555333334,0.013295966609999998,0.36714942625545455,0.742629741640303,-0.08729488041506998,-0.07237927331257576,484.0863636363636,364.2030303030303,428.6287878787879,56.03624126750617,12.042424242424243,8.75757575757576,2.7409090909090907,0.1878787878787879,0.22272727272727275,0.4204743600347468,0.505536039781845,0.20263118076384212,0.127979368556574
